,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,hdi_rank_2021,hdi,life_expectancy,expected_years_schooling,mean_years_schooling,gni_per_capita,hdi_tier,gdp_2022,tax_rev_2021,edu_primary_2022,edu_tertiary_2022
2113,2133,1300000000,Ziv Aviram,64.0,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,True,M,1959-01-03 00:00:00,22.0,0.919,82.3,16.1,13.3,41524.0,Very high,522033446211.625,24.6154201086698,96.2489776611328,58.9942817687988
2114,2133,1300000000,Sachin Bansal,41.0,India,Bangalore,Flipkart,Fashion & Retail,India,True,M,1981-08-05 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2115,2133,1300000000,Kiki Barki,83.0,Indonesia,Jakarta,Coal,Energy,Indonesia,True,M,1939-11-25 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
2116,2133,1300000000,Elena Baturina,60.0,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,True,F,1963-03-08 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
2117,2133,1300000000,Banwari Lal Bawri,70.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,M,1953-04-02 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2118,2133,1300000000,Othman Benjelloun & family,90.0,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,False,M,1932-11-01 00:00:00,123.0,0.683,74.0,14.2,5.9,7303.0,Medium,134181587769.796,19.5489590051159,114.169990539551,46.1795501708984
2119,2133,1300000000,Hari Bhartia,66.0,India,Delhi,Diversified,Diversified,India,False,M,1956-12-12 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2120,2133,1300000000,Shyam Bhartia,70.0,India,Delhi,"Pharmaceuticals, food",Healthcare,India,False,M,1952-11-09 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2121,2133,1300000000,Stewart Butterfield,50.0,United States,Aspen,Messaging software,Technology,Canada,True,M,1973-03-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2122,2133,1300000000,Cai Mingtong,71.0,China,Quanzhou,Electronic components,Technology,China,True,M,1952-02-15 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2123,2133,1300000000,Anthony Casalena,40.0,United States,Monkton,Software,Technology,United States,True,M,1982-04-24 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2124,2133,1300000000,Chang Jianming & family,58.0,China,Shanghai,Industrial equipment,Manufacturing,China,True,M,1965-02-11 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2125,2133,1300000000,Richard Chang,76.0,Taiwan,Taipei,"Real estate, electronics",Real Estate,Taiwan,True,M,1947-01-01 00:00:00,,,,,,,,,,,
2126,2133,1300000000,Chen Xuehua,62.0,China,Tongxiang,Minerals processing,Metals & Mining,China,True,M,1961-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2127,2133,1300000000,Chen Yin,50.0,China,Shanghai,Power tools,Manufacturing,China,True,M,1973-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2128,2133,1300000000,Chin Jong Hwa,64.0,Taiwan,Taoyuan,Auto parts,Automotive,Taiwan,True,M,1958-06-01 00:00:00,,,,,,,,,,,
2129,2133,1300000000,R. Marcelo Claure,52.0,United States,Miami Beach,Cell phone distribution,Telecom,United States,True,M,1970-12-09 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2130,2133,1300000000,Alberto Cortina,77.0,Spain,Madrid,Investments,Finance & Investments,Spain,True,M,1946-01-20 00:00:00,27.0,0.905,83.0,17.9,10.6,38354.0,Very high,1397509272054.48,15.2250253140013,102.899139404297,94.5903778076172
2131,2133,1300000000,Eduardo Costantini,76.0,Argentina,Buenos Aires,Real estate,Real Estate,Argentina,True,M,1946-09-17 00:00:00,47.0,0.842,75.4,17.9,11.1,20925.0,Very high,632770284408.51,11.4844172195763,110.156112670898,107.130661010742
2132,2133,1300000000,Wenjun Dai,54.0,China,Changsha,Food,Food & Beverage,China,True,M,1968-08-12 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2133,2133,1300000000,Anand Deshpande,60.0,India,Pune,Technology,Technology,India,True,M,1962-05-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2134,2133,1300000000,Aydin Dogan,86.0,Türkiye,Istanbul,Media,Media & Entertainment,Turkey,True,M,1936-04-15 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
2135,2133,1300000000,Annalisa Doris,52.0,Italy,Segrate,Financial services,Finance & Investments,Italy,False,F,1970-05-07 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
2136,2133,1300000000,Massimo Doris,55.0,Italy,Milan,Financial services,Finance & Investments,Italy,False,M,1967-06-09 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
2137,2133,1300000000,Weimin Du,59.0,China,Shenzhen,Vaccines,Healthcare,China,True,M,1963-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2138,2133,1300000000,Timothy Dunn & family,67.0,United States,Midland,Energy,Energy,United States,True,M,1955-12-18 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2139,2133,1300000000,Keiko Erikawa,74.0,Japan,Yokohama City,Video games,Media & Entertainment,Japan,True,F,1949-01-03 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
2140,2133,1300000000,Yoichi Erikawa,72.0,Japan,Yokohama City,Video games,Media & Entertainment,Japan,True,M,1950-10-26 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
2141,2133,1300000000,Philip Fayer,45.0,Canada,Montreal,Online payments,Finance & Investments,Canada,True,M,1978-01-12 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
2142,2133,1300000000,Marvy Finger,87.0,United States,Houston,Real estate,Real Estate,United States,True,M,1935-12-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2143,2133,1300000000,Simona Giorgetta,45.0,Italy,Milan,Chemical products,Construction & Engineering,Italy,False,F,1977-04-24 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
2144,2133,1300000000,Joel Greenberg,65.0,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,True,M,1957-08-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2145,2133,1300000000,He Zhiping,59.0,China,Shenzhen,Investments,Finance & Investments,China,True,M,1964-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2146,2133,1300000000,Heikki Herlin,36.0,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,False,M,1987-01-01 00:00:00,11.0,0.94,82.0,19.1,12.9,49452.0,Very high,280825957768.484,20.6553229526645,99.353630065918,100.868072509766
2147,2133,1300000000,Hoi Kin Hong,70.0,China,Shanghai,Real estate,Real Estate,Macau,True,M,1952-09-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2148,2133,1300000000,Gregg Hymowitz,57.0,United States,New York,Asset management,Finance & Investments,United States,True,M,1965-11-16 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2149,2133,1300000000,Mitchell Jacobson,72.0,United States,Locust Valley,Industrial equipment,Service,United States,False,M,1951-03-06 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2150,2133,1300000000,Anurang Jain,61.0,India,Aurangabad,Auto parts,Manufacturing,India,True,M,1962-03-21 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2151,2133,1300000000,Jiang Guiting & family,64.0,China,Dezhou,Manufacturing,Manufacturing,China,True,M,1958-07-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2152,2133,1300000000,Jin Xin,56.0,China,Fuxin,Manufacturing,Manufacturing,China,True,M,1967-01-08 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2153,2133,1300000000,Conni Jonsson,62.0,Sweden,Stockholm,Asset management,Finance & Investments,Sweden,True,M,1960-07-15 00:00:00,7.0,0.947,83.0,19.4,12.6,54489.0,Very high,585939170123.856,27.3368192104049,117.347633361816,85.9426193237305
2154,2133,1300000000,George Joseph,101.0,United States,Los Angeles,Insurance,Finance & Investments,United States,True,M,1921-09-11 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2155,2133,1300000000,Laurent Junique,57.0,Singapore,Singapore,Call centers,Technology,France,True,M,1965-12-01 00:00:00,12.0,0.939,82.8,16.5,11.9,90919.0,Very high,466788539651.836,13.1247408118083,99.8746490478516,97.0989074707031
2156,2133,1300000000,Zbigniew Juroszek & family,60.0,Poland,Cieszyn,"Real estate, gambling",Diversified,Poland,True,M,1962-07-07 00:00:00,34.0,0.876,76.5,16.0,13.2,33034.0,Very high,688176605954.787,19.2052586407962,95.7681884765625,70.9335021972656
2157,2133,1300000000,Alexander Karp,55.0,United States,Palo Alto,Software firm,Technology,United States,True,M,1967-10-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2158,2133,1300000000,Joe Kiani,58.0,United States,Irvine,Medical devices,Healthcare,United States,True,M,1964-09-16 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2159,2133,1300000000,Seth Klarman,65.0,United States,Chestnut Hill,Investments,Finance & Investments,United States,True,M,1957-05-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2160,2133,1300000000,Kagemasa Kozuki,82.0,Japan,Tokyo,Video games,Technology,Japan,True,M,1940-11-12 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
2161,2133,1300000000,Michael Krasny,69.0,United States,Highland Park,Retail,Technology,United States,True,M,1953-08-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2162,2133,1300000000,Eduard Kucera,70.0,Czechia,Prague,Software,Technology,Czech Republic,True,M,1953-01-11 00:00:00,32.0,0.889,77.7,16.2,12.9,38745.0,Very high,290923534700.518,13.3610380051981,99.8488922119141,69.1061782836914
2163,2133,1300000000,Kristo Käärmann,42.0,United Kingdom,London,"Payments, banking",Finance & Investments,Estonia,True,M,1980-09-01 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
2164,2133,1300000000,Gary Lauder,60.0,United States,Atherton,Estée Lauder,Fashion & Retail,United States,False,M,1962-05-05 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2165,2133,1300000000,Lee Hae-jin,55.0,Korea (Republic of),Seoul,Internet,Technology,South Korea,True,M,1967-06-22 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
2166,2133,1300000000,Art Levinson,73.0,United States,Hillsborough,"Genentech, Apple",Diversified,United States,True,M,1950-03-31 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2167,2133,1300000000,Li Denghai,73.0,China,Laizhou,Seed production,Food & Beverage,China,True,M,1949-09-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2168,2133,1300000000,Fengluan Li,61.0,China,Ruzhou,"Steel, diversified",Diversified,China,True,F,1962-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2169,2133,1300000000,Li Yongqing,58.0,China,Hangzhou,Petro Firbe,Manufacturing,China,True,M,1964-06-30 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2170,2133,1300000000,Li Zhigang,46.0,China,Wuhan,Machinery,Manufacturing,China,True,M,1976-06-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2171,2133,1300000000,Liu Gexin & family,71.0,China,Chengdu,Pharmaceuticals,Healthcare,China,True,M,1951-05-12 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2172,2133,1300000000,Itamar Locks & family,68.0,Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,False,M,1955-01-01 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2173,2133,1300000000,Lu Hongyan,45.0,China,Xiamen,Online games,Media & Entertainment,China,True,M,1977-05-31 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2174,2133,1300000000,Lv Jianming,58.0,China,Hangzhou,Medical equipment,Healthcare,Hong Kong,True,M,1965-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2175,2133,1300000000,Blairo Maggi,66.0,Brazil,Cuiaba,Agribusiness,Food & Beverage,Brazil,False,M,1956-05-29 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
2176,2133,1300000000,Yasseen Mansour,61.0,Egypt,Cairo,Diversified,Diversified,Egypt,True,M,1961-08-08 00:00:00,97.0,0.731,70.2,13.8,9.6,11732.0,High,476747720364.742,12.5192110970171,91.5901794433594,37.8184509277344
2177,2133,1300000000,Charlwin Mao,,China,Shanghai,E-commerce,Fashion & Retail,China,True,M,,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2178,2133,1300000000,George Marcus,81.0,United States,Los Altos Hills,Real estate,Real Estate,United States,True,M,1941-08-15 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2179,2133,1300000000,Yves-Loic Martin,57.0,France,Nantes,Laboratory services,Healthcare,France,True,M,1966-01-01 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
2180,2133,1300000000,Carsten Maschmeyer,63.0,Germany,Munich,Finance services,Finance & Investments,Germany,True,M,1959-05-08 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2181,2133,1300000000,Martin Moller Nielsen,58.0,Switzerland,Lugano,Aircraft leasing,Logistics,Denmark,True,M,1964-08-01 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
2182,2133,1300000000,Jahm Najafi,60.0,United States,Paradise Valley,Investments,Finance & Investments,United States,True,M,1963-03-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2183,2133,1300000000,Randal Nardone,67.0,United States,New York,"Investments, energy",Finance & Investments,United States,True,M,1955-06-22 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2184,2133,1300000000,Nguyen Dang Quang,59.0,Viet Nam,Ho Chi Minh City,"Consumer products, banking",Food & Beverage,Vietnam,True,M,1963-08-23 00:00:00,115.0,0.703,73.6,13.0,8.4,7867.0,High,408802379068.229,,123.133720397949,42.2242393493652
2185,2133,1300000000,Kazuo Okada,80.0,Japan,Tokyo,Casinos,Gambling & Casinos,Japan,True,M,1942-10-03 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
2186,2133,1300000000,John Oyler,55.0,United States,,Biotech,Healthcare,United States,True,M,1968-04-03 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2187,2133,1300000000,George Pedersen & family,87.0,United States,McLean,Defense contractor,Manufacturing,United States,True,M,1935-08-18 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2188,2133,1300000000,Qu Miranda,38.0,China,Shanghai,E-commerce,Fashion & Retail,China,True,F,1985-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2189,2133,1300000000,Jupally Rameshwar Rao,67.0,India,Hyderabad,Real estate,Real Estate,India,True,M,1955-09-16 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2190,2133,1300000000,G. M. Rao,72.0,India,Bangalore,Infrastructure,Logistics,India,True,M,1950-07-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2191,2133,1300000000,P.V. Ramprasad Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,True,M,1958-03-30 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2192,2133,1300000000,Satish Reddy,55.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,False,M,1967-06-09 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2193,2133,1300000000,Fernando Roig,75.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,False,M,1947-06-25 00:00:00,27.0,0.905,83.0,17.9,10.6,38354.0,Very high,1397509272054.48,15.2250253140013,102.899139404297,94.5903778076172
2194,2133,1300000000,Igor Rotenberg,49.0,Russian Federation,Moscow,"Investments, real estate",Diversified,Russia,True,M,1973-05-09 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
2195,2133,1300000000,Seifeddin Rustamov,60.0,United States,,Chemicals,Manufacturing,Russia,True,M,1962-06-17 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2196,2133,1300000000,Deniz Sahenk,77.0,Türkiye,Istanbul,Diversified,Diversified,Turkey,False,F,1945-08-06 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
2197,2133,1300000000,Nobutada Saji,77.0,Japan,Tokyo,Beverages,Food & Beverage,Japan,False,M,1945-11-25 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
2198,2133,1300000000,Hajime Satomi,81.0,Japan,Tokyo,"Video games, pachinko",Gambling & Casinos,Japan,True,M,1942-01-16 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
2199,2133,1300000000,James Scapa,66.0,United States,Atherton,Software,Technology,United States,True,M,1957-01-23 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2200,2133,1300000000,Devi Shetty,70.0,India,Bangalore,Healthcare,Healthcare,India,True,M,1953-01-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
2201,2133,1300000000,Albert Shigaboutdinov,70.0,Russian Federation,Kazan,"Refinery, chemicals",Diversified,Russia,True,M,1952-11-12 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
2202,2133,1300000000,Denis Shtengelov,50.0,Australia,Gold Coast,"Food, retail",Food & Beverage,Russia,True,M,1972-05-14 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
2203,2133,1300000000,Fei Song,56.0,China,Yantai,Machinery,Manufacturing,China,True,M,1966-09-12 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2204,2133,1300000000,Hal Steinbrenner,54.0,United States,Tampa,Sports,Sports,United States,False,M,1968-12-03 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2205,2133,1300000000,Jessica Steinbrenner,59.0,United States,Tampa,Sports,Sports,United States,False,F,1964-03-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2206,2133,1300000000,Jennifer Steinbrenner Swindal,63.0,United States,Tampa,Sports,Sports,United States,False,F,1959-07-28 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
2207,2133,1300000000,Konstantin Strukov & family,64.0,Russian Federation,Chelyabinsk,"Gold, coal mining",Metals & Mining,Russia,True,M,1958-09-10 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
2208,2133,1300000000,Rustem Sulteev,69.0,Russian Federation,Kazan,"Refinery, chemicals",Energy,Russia,True,M,1954-01-04 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
2209,2133,1300000000,Clemens Toennies,66.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,True,M,1956-05-27 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2210,2133,1300000000,Robert Toennies,44.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,False,M,1978-05-29 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
2211,2133,1300000000,John Van Lieshout,77.0,Australia,Brisbane,Real estate,Real Estate,Australia,True,M,1946-01-12 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
2212,2133,1300000000,Pongsak Viddayakorn,89.0,Thailand,Bangkok,Hospitals,Healthcare,Thailand,True,M,1934-03-23 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
2213,2133,1300000000,Wang Jianguo,63.0,China,Nanjing,Retail,Fashion & Retail,China,True,M,1960-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2214,2133,1300000000,Junjin Wang,54.0,China,Shanghai,Airline,Service,China,True,M,1968-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2215,2133,1300000000,Wang Mingwang,55.0,China,Shenzhen,Electronics components,Manufacturing,China,True,M,1967-05-02 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2216,2133,1300000000,Wei Lidong & family,47.0,China,Shanghai,Software,Technology,China,True,M,1976-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2217,2133,1300000000,Myron Wentz,83.0,Cayman Islands,Grand Cayman,Health products,Fashion & Retail,St. Kitts and Nevis,True,M,1940-01-01 00:00:00,,,,,,,,6028373541.47434,,89.9940185546875,48.1794548034668
2218,2133,1300000000,Wu Xiaoge,50.0,China,Chengdu,Battery components,Manufacturing,China,True,F,1972-11-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2219,2133,1300000000,Wu Xushun & family,74.0,China,Wuhu,Internet,Diversified,China,True,M,1948-04-28 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2220,2133,1300000000,Xiong Xiaochuan,57.0,China,Shenzhen,Medical devices,Healthcare,China,True,M,1966-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2221,2133,1300000000,Xu Shaochun,60.0,China,Shenzhen,Software,Technology,China,True,M,1963-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
2222,2133,1300000000,Yan Jane & family,53.0,China,Beijing,Software,Technology,China,True,F,1969-07-19 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
